series,period,value,preliminary
VPI1976,1992-11,184.3,false
VPI1976,1992-12,184.4,false
VPI1976,1993,189.6,false
VPI1976,1993-01,186.6,false
VPI1976,1993-02,187.7,false
VPI1976,1993-03,188.5,false
VPI1976,1993-04,188.5,false
VPI1976,1993-05,188.8,false
VPI1976,1993-06,189.2,false
VPI1976,1993-07,191.4,false
VPI1976,1993-08,192,false
VPI1976,1993-09,190.6,false
VPI1976,1993-10,190.5,false
VPI1976,1993-11,190.6,false
VPI1976,1993-12,191,false
VPI1976,1994,195.2,false
VPI1976,1994-01,192.4,false
VPI1976,1994-02,193.6,false
VPI1976,1994-03,194.2,false
VPI1976,1994-04,194.1,false
VPI1976,1994-05,194.4,false
VPI1976,1994-06,194.7,false
VPI1976,1994-07,196.9,false
VPI1976,1994-08,198.1,false
VPI1976,1994-09,196.6,false
VPI1976,1994-10,196.1,false
VPI1976,1994-11,195.9,false
VPI1976,1994-12,195.9,false
VPI1976,1995,199.6,false
VPI1976,1995-01,197.3,false
VPI1976,1995-02,198.3,false
VPI1976,1995-03,198.9,false
VPI1976,1995-04,199,false
VPI1976,1995-05,199,false
VPI1976,1995-06,199.8,false
VPI1976,1995-07,201.2,false
VPI1976,1995-08,202.3,false
VPI1976,1995-09,200.4,false
VPI1976,1995-10,199.8,false
VPI1976,1995-11,199.7,false
VPI1976,1995-12,199.5,false
VPI1976,1996,203.3,false
VPI1976,1996-01,200.6,false
VPI1976,1996-02,201.5,false
VPI1976,1996-03,202.5,false
VPI1976,1996-04,202.3,false
VPI1976,1996-05,202,false
VPI1976,1996-06,203.1,false
VPI1976,1996-07,204.9,false
VPI1976,1996-08,206,false
VPI1976,1996-09,204.5,false
VPI1976,1996-10,204,false
VPI1976,1996-11,204.2,false
VPI1976,1996-12,204.2,false
VPI1976,1997,205.9,false
VPI1976,1997-01,204.7,false
VPI1976,1997-02,205.5,false
VPI1976,1997-03,205.7,false
VPI1976,1997-04,205.7,false
VPI1976,1997-05,205.9,false
VPI1976,1997-06,205.9,false
VPI1976,1997-07,205.9,false
VPI1976,1997-08,205.9,false
VPI1976,1997-09,205.9,false
VPI1976,1997-10,206.6,false
VPI1976,1997-11,206.6,false
VPI1976,1997-12,207,false
VPI1976,1998,207.9,false
VPI1976,1998-01,207.2,false
VPI1976,1998-02,207.6,false
VPI1976,1998-03,207.8,false
VPI1976,1998-04,208.2,false
VPI1976,1998-05,208,false
VPI1976,1998-06,207.8,false
VPI1976,1998-07,207.8,false
VPI1976,1998-08,207.8,false
VPI1976,1998-09,207.8,false
VPI1976,1998-10,208,false
VPI1976,1998-11,208.2,false
VPI1976,1998-12,208.4,false
VPI1976,1999,209,false
VPI1976,1999-01,208.2,false
VPI1976,1999-02,208.6,false
VPI1976,1999-03,208.6,false
VPI1976,1999-04,208.6,false
VPI1976,1999-05,209,false
VPI1976,1999-06,208.6,false
VPI1976,1999-07,208.6,false
VPI1976,1999-08,208.8,false
VPI1976,1999-09,208.8,false
VPI1976,1999-10,209.6,false
VPI1976,1999-11,209.8,false
VPI1976,1999-12,211.2,false
VPI1976,2000,213.9,false
VPI1976,2000-01,210.6,false
VPI1976,2000-02,212,false
VPI1976,2000-03,212.7,false
VPI1976,2000-04,212.4,false
VPI1976,2000-05,212.7,false
VPI1976,2000-06,214.3,false
VPI1976,2000-07,214.5,false
VPI1976,2000-08,214.5,false
VPI1976,2000-09,215.1,false
VPI1976,2000-10,215.5,false
VPI1976,2000-11,216.3,false
VPI1976,2000-12,216.7,false
VPI1976,2001,219.6,false
VPI1976,2001-01,217.1,false
VPI1976,2001-02,217.8,false
VPI1976,2001-03,218.2,false
VPI1976,2001-04,219.2,false
VPI1976,2001-05,219.7,false
VPI1976,2001-06,220.1,false
VPI1976,2001-07,220.3,false
VPI1976,2001-08,219.9,false
VPI1976,2001-09,220.5,false
VPI1976,2001-10,220.7,false
VPI1976,2001-11,220.5,false
VPI1976,2001-12,221,false
VPI1976,2002,223.5,false
VPI1976,2002-01,221.6,false
VPI1976,2002-02,221.8,false
VPI1976,2002-03,222.2,false
VPI1976,2002-04,223.1,false
VPI1976,2002-05,223.7,false
VPI1976,2002-06,224,false
VPI1976,2002-07,223.7,false
VPI1976,2002-08,224.2,false
VPI1976,2002-09,224.2,false
VPI1976,2002-10,224.6,false
VPI1976,2002-11,224.4,false
VPI1976,2002-12,225,false
VPI1976,2003,226.6,false
VPI1976,2003-01,225.5,false
VPI1976,2003-02,225.7,false
VPI1976,2003-03,226.3,false
VPI1976,2003-04,226.1,false
VPI1976,2003-05,226.1,false
VPI1976,2003-06,226.5,false
VPI1976,2003-07,226.3,false
VPI1976,2003-08,226.9,false
VPI1976,2003-09,227.4,false
VPI1976,2003-10,226.9,false
VPI1976,2003-11,227.4,false
VPI1976,2003-12,227.8,false
VPI1976,2004,231.2,false
VPI1976,2004-01,228,false
VPI1976,2004-02,228.9,false
VPI1976,2004-03,229.7,false
VPI1976,2004-04,229.7,false
VPI1976,2004-05,230.8,false
VPI1976,2004-06,231.7,false
VPI1976,2004-07,231.2,false
VPI1976,2004-08,232.1,false
VPI1976,2004-09,232.1,false
VPI1976,2004-10,232.9,false
VPI1976,2004-11,233.4,false
VPI1976,2004-12,234.4,false
VPI1976,2005,236.6,false
VPI1976,2005-01,234.6,false
VPI1976,2005-02,235.3,false
VPI1976,2005-03,236.4,false
VPI1976,2005-04,235.7,false
VPI1976,2005-05,236.1,false
VPI1976,2005-06,237,false
VPI1976,2005-07,236.4,false
VPI1976,2005-08,236.8,false
VPI1976,2005-09,237.6,false
VPI1976,2005-10,237.6,false
VPI1976,2005-11,237.2,false
VPI1976,2005-12,238.1,false
VPI1976,2006,240,false
VPI1976,2006-01,237.5,false
VPI1976,2006-02,238.3,false
VPI1976,2006-03,239,false
VPI1976,2006-04,240.1,false
VPI1976,2006-05,240.4,false
VPI1976,2006-06,240.6,false
VPI1976,2006-07,240.4,false
VPI1976,2006-08,241.1,false
VPI1976,2006-09,240.6,false
VPI1976,2006-10,240.4,false
VPI1976,2006-11,240.6,false
VPI1976,2006-12,241.3,false
VPI1976,2007,245.2,false
VPI1976,2007-01,241.3,false
VPI1976,2007-02,242,false
VPI1976,2007-03,243.2,false
VPI1976,2007-04,244.4,false
VPI1976,2007-05,245.1,false
VPI1976,2007-06,245.4,false
VPI1976,2007-07,245.4,false
VPI1976,2007-08,245.1,false
VPI1976,2007-09,245.6,false
VPI1976,2007-10,247,false
VPI1976,2007-11,248.2,false
VPI1976,2007-12,250.1,false
VPI1976,2008,253.1,false
VPI1976,2008-01,249.1,false
VPI1976,2008-02,249.8,false
VPI1976,2008-03,251.7,false
VPI1976,2008-04,252.5,false
VPI1976,2008-05,254.1,false
VPI1976,2008-06,254.8,false
VPI1976,2008-07,254.6,false
VPI1976,2008-08,254.1,false
VPI1976,2008-09,254.8,false
VPI1976,2008-10,254.6,false
VPI1976,2008-11,253.9,false
VPI1976,2008-12,253.4,false
VPI1976,2009,254.4,false
VPI1976,2009-01,252.2,false
VPI1976,2009-02,253.2,false
VPI1976,2009-03,253.6,false
VPI1976,2009-04,254.1,false
VPI1976,2009-05,254.8,false
VPI1976,2009-06,254.6,false
VPI1976,2009-07,253.9,false
VPI1976,2009-08,254.8,false
VPI1976,2009-09,255.1,false
VPI1976,2009-10,255.1,false
VPI1976,2009-11,255.5,false
VPI1976,2009-12,256,false
VPI1976,2010,259,false
VPI1976,2010-01,255.3,false
VPI1976,2010-02,255.8,false
VPI1976,2010-03,258.6,false
VPI1976,2010-04,259.3,false
VPI1976,2010-05,259.6,false
VPI1976,2010-06,259.6,false
VPI1976,2010-07,258.6,false
VPI1976,2010-08,259.1,false
VPI1976,2010-09,259.8,false
VPI1976,2010-10,260.5,false
VPI1976,2010-11,260.3,false
VPI1976,2010-12,261.9,false
VPI1976,2011,267.4,false
VPI1976,2011-01,261.6,false
VPI1976,2011-02,263.4,false
VPI1976,2011-03,266.5,false
VPI1976,2011-04,267.8,false
VPI1976,2011-05,268.1,false
VPI1976,2011-06,268.1,false
VPI1976,2011-07,267.5,false
VPI1976,2011-08,268.1,false
VPI1976,2011-09,269.1,false
VPI1976,2011-10,269.4,false
VPI1976,2011-11,269.6,false
VPI1976,2011-12,270.1,false
VPI1976,2012,274.1,false
VPI1976,2012-01,268.8,false
VPI1976,2012-02,270.1,false
VPI1976,2012-03,273,false
VPI1976,2012-04,274,false
VPI1976,2012-05,273.8,false
VPI1976,2012-06,274,false
VPI1976,2012-07,273.2,false
VPI1976,2012-08,274,false
VPI1976,2012-09,276.4,false
VPI1976,2012-10,276.9,false
VPI1976,2012-11,277.1,false
VPI1976,2012-12,277.6,false
VPI1976,2013,279.6,false
VPI1976,2013-01,276.1,false
VPI1976,2013-02,276.9,false
VPI1976,2013-03,279.2,false
VPI1976,2013-04,279.5,false
VPI1976,2013-05,280,false
VPI1976,2013-06,280,false
VPI1976,2013-07,278.7,false
VPI1976,2013-08,278.9,false
VPI1976,2013-09,281,false
VPI1976,2013-10,280.8,false
VPI1976,2013-11,281,false
VPI1976,2013-12,282.8,false
VPI1976,2014,284.1,false
VPI1976,2014-01,280.5,false
VPI1976,2014-02,281,false
VPI1976,2014-03,283.9,false
VPI1976,2014-04,284.1,false
VPI1976,2014-05,284.9,false
VPI1976,2014-06,285.2,false
VPI1976,2014-07,283.6,false
VPI1976,2014-08,283.6,false
VPI1976,2014-09,285.4,false
VPI1976,2014-10,285.2,false
VPI1976,2014-11,285.7,false
VPI1976,2014-12,285.7,false
VPI1976,2015,286.6,false
VPI1976,2015-01,282.6,false
VPI1976,2015-02,283.3,false
VPI1976,2015-03,286.7,false
VPI1976,2015-04,287,false
VPI1976,2015-05,287.7,false
VPI1976,2015-06,288,false
VPI1976,2015-07,287,false
VPI1976,2015-08,286.5,false
VPI1976,2015-09,287.5,false
VPI1976,2015-10,287.2,false
VPI1976,2015-11,287.5,false
VPI1976,2015-12,288.5,false
VPI1976,2016,289.2,false
VPI1976,2016-01,286,false
VPI1976,2016-02,286.3,false
VPI1976,2016-03,288.6,false
VPI1976,2016-04,288.6,false
VPI1976,2016-05,289.5,false
VPI1976,2016-06,289.8,false
VPI1976,2016-07,288.6,false
VPI1976,2016-08,288,false
VPI1976,2016-09,290,false
VPI1976,2016-10,290.9,false
VPI1976,2016-11,291.2,false
VPI1976,2016-12,292.6,false
VPI1976,2017,295.2,false
VPI1976,2017-01,291.8,false
VPI1976,2017-02,292.6,false
VPI1976,2017-03,294.1,false
VPI1976,2017-04,294.6,false
VPI1976,2017-05,294.9,false
VPI1976,2017-06,295.2,false
VPI1976,2017-07,294.3,false
VPI1976,2017-08,294.1,false
VPI1976,2017-09,296.9,false
VPI1976,2017-10,297.2,false
VPI1976,2017-11,297.8,false
VPI1976,2017-12,298.9,false
VPI1976,2018,301.1,false
VPI1976,2018-01,296.9,false
VPI1976,2018-02,297.8,false
VPI1976,2018-03,299.5,false
VPI1976,2018-04,300.1,false
VPI1976,2018-05,300.6,false
VPI1976,2018-06,301.2,false
VPI1976,2018-07,300.6,false
VPI1976,2018-08,300.6,false
VPI1976,2018-09,302.9,false
VPI1976,2018-10,303.8,false
VPI1976,2018-11,304.4,false
VPI1976,2018-12,304.7,false
VPI1976,2019,305.7,false
VPI1976,2019-01,302.4,false
VPI1976,2019-02,302.4,false
VPI1976,2019-03,304.9,false
VPI1976,2019-04,305.2,false
VPI1976,2019-05,305.8,false
VPI1976,2019-06,306.1,false
VPI1976,2019-07,304.9,false
VPI1976,2019-08,305.2,false
VPI1976,2019-09,306.7,false
VPI1976,2019-10,307.2,false
VPI1976,2019-11,307.8,false
VPI1976,2019-12,309.8,false
VPI1976,2020,310.1,false
VPI1976,2020-01,308.4,false
VPI1976,2020-02,309,false
VPI1976,2020-03,309.8,false
VPI1976,2020-04,309.8,false
VPI1976,2020-05,307.8,false
VPI1976,2020-06,309.5,false
VPI1976,2020-07,310.1,false
VPI1976,2020-08,309.5,false
VPI1976,2020-09,311,false
VPI1976,2020-10,311.2,false
VPI1976,2020-11,311.8,false
VPI1976,2020-12,313.5,false
VPI1976,2021,318.7,false
VPI1976,2021-01,311,false
VPI1976,2021-02,312.6,false
VPI1976,2021-03,316,false
VPI1976,2021-04,315.7,false
VPI1976,2021-05,316.6,false
VPI1976,2021-06,318.2,false
VPI1976,2021-07,319.1,false
VPI1976,2021-08,319.4,false
VPI1976,2021-09,321,false
VPI1976,2021-10,322.8,false
VPI1976,2021-11,325,false
VPI1976,2021-12,326.8,false
VPI1976,2022,345.9,false
VPI1976,2022-01,326.5,false
VPI1976,2022-02,330.6,false
VPI1976,2022-03,337.4,false
VPI1976,2022-04,338.3,false
VPI1976,2022-05,341.1,false
VPI1976,2022-06,345.8,false
VPI1976,2022-07,349.2,false
VPI1976,2022-08,349.2,false
VPI1976,2022-09,355.1,false
VPI1976,2022-10,358.5,false
VPI1976,2022-11,359.4,false
VPI1976,2022-12,360,false
VPI1976,2023,373,false
VPI1976,2023-01,363.1,false
VPI1976,2023-02,366.5,false
VPI1976,2023-03,368.4,false
VPI1976,2023-04,370.9,false
VPI1976,2023-05,371.5,false
VPI1976,2023-06,373.4,false
VPI1976,2023-07,373.7,false
VPI1976,2023-08,374.9,false
VPI1976,2023-09,376.5,false
VPI1976,2023-10,377.7,false
VPI1976,2023-11,378.6,false
VPI1976,2023-12,380.2,false
VPI1976,2024,383.9,false
VPI1976,2024-01,379.9,false
VPI1976,2024-02,381.7,false
VPI1976,2024-03,383.6,false
VPI1976,2024-04,383.9,false
VPI1976,2024-05,383.9,false
VPI1976,2024-06,384.5,false
VPI1976,2024-07,384.5,false
VPI1976,2024-08,383.6,false
VPI1976,2024-09,383.3,false
VPI1976,2024-10,384.5,false
VPI1976,2024-11,385.8,false
VPI1976,2024-12,387.9,false
VPI1976,2025,397.5,false
VPI1976,2025-01,392,false
VPI1976,2025-02,394.1,false
VPI1976,2025-03,395.1,false
VPI1976,2025-04,395.7,false
VPI1976,2025-05,395.1,false
VPI1976,2025-06,397.2,false
VPI1976,2025-07,398.5,false
VPI1976,2025-08,399.4,false
VPI1976,2025-09,398.5,false
VPI1976,2025-10,400,false
VPI1976,2025-11,401.3,false
VPI1976,2025-12,402.5,false
VPI1976,2026-01,399.9,false
VPI1976,2026-02,403.1,false
VPI1976,2026-03,407.8,false
VPI1976,2026-04,409.4,false
VPI1976,2026-05,409.8,false
VPI1976,2026-06,409.8,false
VPI1976,2026-07,409.8,false
VPI1976,2026-08,412.2,true
VPI1986,1987,101.4,false
VPI1986,1987-01,100.3,false
VPI1986,1987-02,100.2,false
VPI1986,1987-03,100.4,false
VPI1986,1987-04,100.6,false
VPI1986,1987-05,100.9,false
VPI1986,1987-06,101.8,false
VPI1986,1987-07,102.3,false
VPI1986,1987-08,102.8,false
VPI1986,1987-09,102.2,false
VPI1986,1987-10,102,false
VPI1986,1987-11,101.7,false
VPI1986,1987-12,101.8,false
VPI1986,1988,103.4,false
VPI1986,1988-01,102.2,false
VPI1986,1988-02,102.4,false
VPI1986,1988-03,102.7,false
VPI1986,1988-04,102.8,false
VPI1986,1988-05,102.6,false
VPI1986,1988-06,103.2,false
VPI1986,1988-07,104.4,false
VPI1986,1988-08,104.7,false
VPI1986,1988-09,104.1,false
VPI1986,1988-10,103.8,false
VPI1986,1988-11,103.7,false
VPI1986,1988-12,103.7,false
VPI1986,1989,106,false
VPI1986,1989-01,104.4,false
VPI1986,1989-02,104.9,false
VPI1986,1989-03,105,false
VPI1986,1989-04,105.3,false
VPI1986,1989-05,105.5,false
VPI1986,1989-06,105.8,false
VPI1986,1989-07,107.1,false
VPI1986,1989-08,107.5,false
VPI1986,1989-09,106.7,false
VPI1986,1989-10,106.7,false
VPI1986,1989-11,106.5,false
VPI1986,1989-12,106.7,false
VPI1986,1990,109.5,false
VPI1986,1990-01,107.4,false
VPI1986,1990-02,108.2,false
VPI1986,1990-03,108.3,false
VPI1986,1990-04,108.6,false
VPI1986,1990-05,108.7,false
VPI1986,1990-06,108.9,false
VPI1986,1990-07,110.3,false
VPI1986,1990-08,110.9,false
VPI1986,1990-09,110.7,false
VPI1986,1990-10,110.8,false
VPI1986,1990-11,110.4,false
VPI1986,1990-12,110.4,false
VPI1986,1991,113.1,false
VPI1986,1991-01,111,false
VPI1986,1991-02,111.8,false
VPI1986,1991-03,112.1,false
VPI1986,1991-04,112.2,false
VPI1986,1991-05,112.3,false
VPI1986,1991-06,113,false
VPI1986,1991-07,114.3,false
VPI1986,1991-08,115,false
VPI1986,1991-09,114.2,false
VPI1986,1991-10,113.8,false
VPI1986,1991-11,114,false
VPI1986,1991-12,113.8,false
VPI1986,1992,117.7,false
VPI1986,1992-01,115.3,false
VPI1986,1992-02,116.4,false
VPI1986,1992-03,116.7,false
VPI1986,1992-04,116.7,false
VPI1986,1992-05,117.1,false
VPI1986,1992-06,117.5,false
VPI1986,1992-07,118.9,false
VPI1986,1992-08,119.4,false
VPI1986,1992-09,118.6,false
VPI1986,1992-10,118.4,false
VPI1986,1992-11,118.5,false
VPI1986,1992-12,118.6,false
VPI1986,1993,121.9,false
VPI1986,1993-01,120,false
VPI1986,1993-02,120.7,false
VPI1986,1993-03,121.2,false
VPI1986,1993-04,121.2,false
VPI1986,1993-05,121.4,false
VPI1986,1993-06,121.7,false
VPI1986,1993-07,123.1,false
VPI1986,1993-08,123.5,false
VPI1986,1993-09,122.6,false
VPI1986,1993-10,122.5,false
VPI1986,1993-11,122.6,false
VPI1986,1993-12,122.8,false
VPI1986,1994,125.6,false
VPI1986,1994-01,123.7,false
VPI1986,1994-02,124.5,false
VPI1986,1994-03,124.9,false
VPI1986,1994-04,124.8,false
VPI1986,1994-05,125,false
VPI1986,1994-06,125.2,false
VPI1986,1994-07,126.6,false
VPI1986,1994-08,127.4,false
VPI1986,1994-09,126.4,false
VPI1986,1994-10,126.1,false
VPI1986,1994-11,126,false
VPI1986,1994-12,126,false
VPI1986,1995,128.4,false
VPI1986,1995-01,126.9,false
VPI1986,1995-02,127.5,false
VPI1986,1995-03,127.9,false
VPI1986,1995-04,128,false
VPI1986,1995-05,128,false
VPI1986,1995-06,128.5,false
VPI1986,1995-07,129.4,false
VPI1986,1995-08,130.1,false
VPI1986,1995-09,128.9,false
VPI1986,1995-10,128.5,false
VPI1986,1995-11,128.4,false
VPI1986,1995-12,128.3,false
VPI1986,1996,130.8,false
VPI1986,1996-01,129,false
VPI1986,1996-02,129.6,false
VPI1986,1996-03,130.2,false
VPI1986,1996-04,130.1,false
VPI1986,1996-05,129.9,false
VPI1986,1996-06,130.6,false
VPI1986,1996-07,131.8,false
VPI1986,1996-08,132.5,false
VPI1986,1996-09,131.5,false
VPI1986,1996-10,131.2,false
VPI1986,1996-11,131.3,false
VPI1986,1996-12,131.3,false
VPI1986,1997,132.5,false
VPI1986,1997-01,131.7,false
VPI1986,1997-02,132.2,false
VPI1986,1997-03,132.4,false
VPI1986,1997-04,132.4,false
VPI1986,1997-05,132.5,false
VPI1986,1997-06,132.5,false
VPI1986,1997-07,132.5,false
VPI1986,1997-08,132.5,false
VPI1986,1997-09,132.5,false
VPI1986,1997-10,132.9,false
VPI1986,1997-11,132.9,false
VPI1986,1997-12,133.2,false
VPI1986,1998,133.7,false
VPI1986,1998-01,133.3,false
VPI1986,1998-02,133.5,false
VPI1986,1998-03,133.7,false
VPI1986,1998-04,133.9,false
VPI1986,1998-05,133.8,false
VPI1986,1998-06,133.7,false
VPI1986,1998-07,133.7,false
VPI1986,1998-08,133.7,false
VPI1986,1998-09,133.7,false
VPI1986,1998-10,133.8,false
VPI1986,1998-11,133.9,false
VPI1986,1998-12,134.1,false
VPI1986,1999,134.5,false
VPI1986,1999-01,133.9,false
VPI1986,1999-02,134.2,false
VPI1986,1999-03,134.2,false
VPI1986,1999-04,134.2,false
VPI1986,1999-05,134.5,false
VPI1986,1999-06,134.2,false
VPI1986,1999-07,134.2,false
VPI1986,1999-08,134.3,false
VPI1986,1999-09,134.3,false
VPI1986,1999-10,134.9,false
VPI1986,1999-11,135,false
VPI1986,1999-12,135.9,false
VPI1986,2000,137.6,false
VPI1986,2000-01,135.5,false
VPI1986,2000-02,136.4,false
VPI1986,2000-03,136.8,false
VPI1986,2000-04,136.7,false
VPI1986,2000-05,136.8,false
VPI1986,2000-06,137.9,false
VPI1986,2000-07,138,false
VPI1986,2000-08,138,false
VPI1986,2000-09,138.4,false
VPI1986,2000-10,138.6,false
VPI1986,2000-11,139.2,false
VPI1986,2000-12,139.4,false
VPI1986,2001,141.3,false
VPI1986,2001-01,139.7,false
VPI1986,2001-02,140.1,false
VPI1986,2001-03,140.4,false
VPI1986,2001-04,141,false
VPI1986,2001-05,141.3,false
VPI1986,2001-06,141.6,false
VPI1986,2001-07,141.7,false
VPI1986,2001-08,141.5,false
VPI1986,2001-09,141.9,false
VPI1986,2001-10,142,false
VPI1986,2001-11,141.9,false
VPI1986,2001-12,142.1,false
VPI1986,2002,143.8,false
VPI1986,2002-01,142.6,false
VPI1986,2002-02,142.7,false
VPI1986,2002-03,143,false
VPI1986,2002-04,143.5,false
VPI1986,2002-05,143.9,false
VPI1986,2002-06,144.1,false
VPI1986,2002-07,143.9,false
VPI1986,2002-08,144.2,false
VPI1986,2002-09,144.2,false
VPI1986,2002-10,144.5,false
VPI1986,2002-11,144.3,false
VPI1986,2002-12,144.8,false
VPI1986,2003,145.8,false
VPI1986,2003-01,145,false
VPI1986,2003-02,145.2,false
VPI1986,2003-03,145.6,false
VPI1986,2003-04,145.4,false
VPI1986,2003-05,145.4,false
VPI1986,2003-06,145.7,false
VPI1986,2003-07,145.6,false
VPI1986,2003-08,146,false
VPI1986,2003-09,146.3,false
VPI1986,2003-10,146,false
VPI1986,2003-11,146.3,false
VPI1986,2003-12,146.5,false
VPI1986,2004,148.8,false
VPI1986,2004-01,146.7,false
VPI1986,2004-02,147.2,false
VPI1986,2004-03,147.8,false
VPI1986,2004-04,147.8,false
VPI1986,2004-05,148.5,false
VPI1986,2004-06,149,false
VPI1986,2004-07,148.7,false
VPI1986,2004-08,149.3,false
VPI1986,2004-09,149.3,false
VPI1986,2004-10,149.8,false
VPI1986,2004-11,150.1,false
VPI1986,2004-12,150.8,false
VPI1986,2005,152.2,false
VPI1986,2005-01,150.9,false
VPI1986,2005-02,151.4,false
VPI1986,2005-03,152,false
VPI1986,2005-04,151.6,false
VPI1986,2005-05,151.9,false
VPI1986,2005-06,152.5,false
VPI1986,2005-07,152,false
VPI1986,2005-08,152.3,false
VPI1986,2005-09,152.9,false
VPI1986,2005-10,152.9,false
VPI1986,2005-11,152.6,false
VPI1986,2005-12,153.1,false
VPI1986,2006,154.4,false
VPI1986,2006-01,152.8,false
VPI1986,2006-02,153.3,false
VPI1986,2006-03,153.7,false
VPI1986,2006-04,154.5,false
VPI1986,2006-05,154.6,false
VPI1986,2006-06,154.8,false
VPI1986,2006-07,154.6,false
VPI1986,2006-08,155.1,false
VPI1986,2006-09,154.8,false
VPI1986,2006-10,154.6,false
VPI1986,2006-11,154.8,false
VPI1986,2006-12,155.2,false
VPI1986,2007,157.8,false
VPI1986,2007-01,155.2,false
VPI1986,2007-02,155.7,false
VPI1986,2007-03,156.5,false
VPI1986,2007-04,157.2,false
VPI1986,2007-05,157.7,false
VPI1986,2007-06,157.8,false
VPI1986,2007-07,157.8,false
VPI1986,2007-08,157.7,false
VPI1986,2007-09,158,false
VPI1986,2007-10,158.9,false
VPI1986,2007-11,159.7,false
VPI1986,2007-12,160.9,false
VPI1986,2008,162.8,false
VPI1986,2008-01,160.3,false
VPI1986,2008-02,160.7,false
VPI1986,2008-03,161.9,false
VPI1986,2008-04,162.4,false
VPI1986,2008-05,163.5,false
VPI1986,2008-06,163.9,false
VPI1986,2008-07,163.8,false
VPI1986,2008-08,163.5,false
VPI1986,2008-09,163.9,false
VPI1986,2008-10,163.8,false
VPI1986,2008-11,163.3,false
VPI1986,2008-12,163,false
VPI1986,2009,163.7,false
VPI1986,2009-01,162.2,false
VPI1986,2009-02,162.9,false
VPI1986,2009-03,163.2,false
VPI1986,2009-04,163.5,false
VPI1986,2009-05,163.9,false
VPI1986,2009-06,163.8,false
VPI1986,2009-07,163.3,false
VPI1986,2009-08,163.9,false
VPI1986,2009-09,164.1,false
VPI1986,2009-10,164.1,false
VPI1986,2009-11,164.4,false
VPI1986,2009-12,164.7,false
VPI1986,2010,166.6,false
VPI1986,2010-01,164.2,false
VPI1986,2010-02,164.5,false
VPI1986,2010-03,166.4,false
VPI1986,2010-04,166.8,false
VPI1986,2010-05,167,false
VPI1986,2010-06,167,false
VPI1986,2010-07,166.4,false
VPI1986,2010-08,166.7,false
VPI1986,2010-09,167.1,false
VPI1986,2010-10,167.6,false
VPI1986,2010-11,167.4,false
VPI1986,2010-12,168.5,false
VPI1986,2011,172,false
VPI1986,2011-01,168.3,false
VPI1986,2011-02,169.4,false
VPI1986,2011-03,171.4,false
VPI1986,2011-04,172.3,false
VPI1986,2011-05,172.4,false
VPI1986,2011-06,172.4,false
VPI1986,2011-07,172.1,false
VPI1986,2011-08,172.4,false
VPI1986,2011-09,173.1,false
VPI1986,2011-10,173.3,false
VPI1986,2011-11,173.4,false
VPI1986,2011-12,173.8,false
VPI1986,2012,176.3,false
VPI1986,2012-01,172.9,false
VPI1986,2012-02,173.8,false
VPI1986,2012-03,175.6,false
VPI1986,2012-04,176.3,false
VPI1986,2012-05,176.1,false
VPI1986,2012-06,176.3,false
VPI1986,2012-07,175.8,false
VPI1986,2012-08,176.3,false
VPI1986,2012-09,177.8,false
VPI1986,2012-10,178.1,false
VPI1986,2012-11,178.3,false
VPI1986,2012-12,178.6,false
VPI1986,2013,179.8,false
VPI1986,2013-01,177.6,false
VPI1986,2013-02,178.1,false
VPI1986,2013-03,179.6,false
VPI1986,2013-04,179.8,false
VPI1986,2013-05,180.1,false
VPI1986,2013-06,180.1,false
VPI1986,2013-07,179.3,false
VPI1986,2013-08,179.4,false
VPI1986,2013-09,180.8,false
VPI1986,2013-10,180.6,false
VPI1986,2013-11,180.8,false
VPI1986,2013-12,181.9,false
VPI1986,2014,182.7,false
VPI1986,2014-01,180.4,false
VPI1986,2014-02,180.8,false
VPI1986,2014-03,182.6,false
VPI1986,2014-04,182.8,false
VPI1986,2014-05,183.3,false
VPI1986,2014-06,183.4,false
VPI1986,2014-07,182.4,false
VPI1986,2014-08,182.4,false
VPI1986,2014-09,183.6,false
VPI1986,2014-10,183.4,false
VPI1986,2014-11,183.8,false
VPI1986,2014-12,183.8,false
VPI1986,2015,184.4,false
VPI1986,2015-01,181.8,false
VPI1986,2015-02,182.3,false
VPI1986,2015-03,184.4,false
VPI1986,2015-04,184.6,false
VPI1986,2015-05,185.1,false
VPI1986,2015-06,185.3,false
VPI1986,2015-07,184.6,false
VPI1986,2015-08,184.3,false
VPI1986,2015-09,184.9,false
VPI1986,2015-10,184.8,false
VPI1986,2015-11,184.9,false
VPI1986,2015-12,185.6,false
VPI1986,2016,186.1,false
VPI1986,2016-01,184,false
VPI1986,2016-02,184.2,false
VPI1986,2016-03,185.7,false
VPI1986,2016-04,185.7,false
VPI1986,2016-05,186.2,false
VPI1986,2016-06,186.4,false
VPI1986,2016-07,185.7,false
VPI1986,2016-08,185.3,false
VPI1986,2016-09,186.6,false
VPI1986,2016-10,187.2,false
VPI1986,2016-11,187.4,false
VPI1986,2016-12,188.3,false
VPI1986,2017,189.9,false
VPI1986,2017-01,187.7,false
VPI1986,2017-02,188.3,false
VPI1986,2017-03,189.2,false
VPI1986,2017-04,189.6,false
VPI1986,2017-05,189.7,false
VPI1986,2017-06,189.9,false
VPI1986,2017-07,189.4,false
VPI1986,2017-08,189.2,false
VPI1986,2017-09,191,false
VPI1986,2017-10,191.2,false
