series,period,value,preliminary
VPI1986,2017-11,191.6,false
VPI1986,2017-12,192.3,false
VPI1986,2018,193.7,false
VPI1986,2018-01,191,false
VPI1986,2018-02,191.6,false
VPI1986,2018-03,192.7,false
VPI1986,2018-04,193.1,false
VPI1986,2018-05,193.4,false
VPI1986,2018-06,193.8,false
VPI1986,2018-07,193.4,false
VPI1986,2018-08,193.4,false
VPI1986,2018-09,194.9,false
VPI1986,2018-10,195.5,false
VPI1986,2018-11,195.8,false
VPI1986,2018-12,196,false
VPI1986,2019,196.7,false
VPI1986,2019-01,194.5,false
VPI1986,2019-02,194.5,false
VPI1986,2019-03,196.2,false
VPI1986,2019-04,196.4,false
VPI1986,2019-05,196.8,false
VPI1986,2019-06,196.9,false
VPI1986,2019-07,196.2,false
VPI1986,2019-08,196.4,false
VPI1986,2019-09,197.3,false
VPI1986,2019-10,197.7,false
VPI1986,2019-11,198,false
VPI1986,2019-12,199.3,false
VPI1986,2020,199.5,false
VPI1986,2020-01,198.4,false
VPI1986,2020-02,198.8,false
VPI1986,2020-03,199.3,false
VPI1986,2020-04,199.3,false
VPI1986,2020-05,198,false
VPI1986,2020-06,199.2,false
VPI1986,2020-07,199.5,false
VPI1986,2020-08,199.2,false
VPI1986,2020-09,200.1,false
VPI1986,2020-10,200.3,false
VPI1986,2020-11,200.6,false
VPI1986,2020-12,201.7,false
VPI1986,2021,205,false
VPI1986,2021-01,200.1,false
VPI1986,2021-02,201.1,false
VPI1986,2021-03,203.3,false
VPI1986,2021-04,203.1,false
VPI1986,2021-05,203.7,false
VPI1986,2021-06,204.7,false
VPI1986,2021-07,205.3,false
VPI1986,2021-08,205.5,false
VPI1986,2021-09,206.5,false
VPI1986,2021-10,207.7,false
VPI1986,2021-11,209.1,false
VPI1986,2021-12,210.3,false
VPI1986,2022,222.5,false
VPI1986,2022-01,210.1,false
VPI1986,2022-02,212.7,false
VPI1986,2022-03,217.1,false
VPI1986,2022-04,217.7,false
VPI1986,2022-05,219.5,false
VPI1986,2022-06,222.4,false
VPI1986,2022-07,224.6,false
VPI1986,2022-08,224.6,false
VPI1986,2022-09,228.4,false
VPI1986,2022-10,230.6,false
VPI1986,2022-11,231.2,false
VPI1986,2022-12,231.6,false
VPI1986,2023,239.9,false
VPI1986,2023-01,233.6,false
VPI1986,2023-02,235.8,false
VPI1986,2023-03,237,false
VPI1986,2023-04,238.6,false
VPI1986,2023-05,239,false
VPI1986,2023-06,240.2,false
VPI1986,2023-07,240.4,false
VPI1986,2023-08,241.2,false
VPI1986,2023-09,242.2,false
VPI1986,2023-10,243,false
VPI1986,2023-11,243.6,false
VPI1986,2023-12,244.6,false
VPI1986,2024,247,false
VPI1986,2024-01,244.4,false
VPI1986,2024-02,245.6,false
VPI1986,2024-03,246.8,false
VPI1986,2024-04,247,false
VPI1986,2024-05,247,false
VPI1986,2024-06,247.4,false
VPI1986,2024-07,247.4,false
VPI1986,2024-08,246.8,false
VPI1986,2024-09,246.6,false
VPI1986,2024-10,247.4,false
VPI1986,2024-11,248.2,false
VPI1986,2024-12,249.6,false
VPI1986,2025,255.7,false
VPI1986,2025-01,252.2,false
VPI1986,2025-02,253.6,false
VPI1986,2025-03,254.2,false
VPI1986,2025-04,254.6,false
VPI1986,2025-05,254.2,false
VPI1986,2025-06,255.6,false
VPI1986,2025-07,256.4,false
VPI1986,2025-08,257,false
VPI1986,2025-09,256.4,false
VPI1986,2025-10,257.4,false
VPI1986,2025-11,258.2,false
VPI1986,2025-12,259,false
VPI1986,2026-01,257.2,false
VPI1986,2026-02,259.3,false
VPI1986,2026-03,262.3,false
VPI1986,2026-04,263.4,false
VPI1986,2026-05,263.6,false
VPI1986,2026-06,263.6,false
VPI1986,2026-07,263.6,false
VPI1986,2026-08,265.2,true
VPI1996,1997,101.3,false
VPI1996,1997-01,100.7,false
VPI1996,1997-02,101.1,false
VPI1996,1997-03,101.2,false
VPI1996,1997-04,101.2,false
VPI1996,1997-05,101.3,false
VPI1996,1997-06,101.3,false
VPI1996,1997-07,101.3,false
VPI1996,1997-08,101.3,false
VPI1996,1997-09,101.3,false
VPI1996,1997-10,101.6,false
VPI1996,1997-11,101.6,false
VPI1996,1997-12,101.8,false
VPI1996,1998,102.2,false
VPI1996,1998-01,101.9,false
VPI1996,1998-02,102.1,false
VPI1996,1998-03,102.2,false
VPI1996,1998-04,102.4,false
VPI1996,1998-05,102.3,false
VPI1996,1998-06,102.2,false
VPI1996,1998-07,102.2,false
VPI1996,1998-08,102.2,false
VPI1996,1998-09,102.2,false
VPI1996,1998-10,102.3,false
VPI1996,1998-11,102.4,false
VPI1996,1998-12,102.5,false
VPI1996,1999,102.8,false
VPI1996,1999-01,102.4,false
VPI1996,1999-02,102.6,false
VPI1996,1999-03,102.6,false
VPI1996,1999-04,102.6,false
VPI1996,1999-05,102.8,false
VPI1996,1999-06,102.6,false
VPI1996,1999-07,102.6,false
VPI1996,1999-08,102.7,false
VPI1996,1999-09,102.7,false
VPI1996,1999-10,103.1,false
VPI1996,1999-11,103.2,false
VPI1996,1999-12,103.9,false
VPI1996,2000,105.2,false
VPI1996,2000-01,103.6,false
VPI1996,2000-02,104.3,false
VPI1996,2000-03,104.6,false
VPI1996,2000-04,104.5,false
VPI1996,2000-05,104.6,false
VPI1996,2000-06,105.4,false
VPI1996,2000-07,105.5,false
VPI1996,2000-08,105.5,false
VPI1996,2000-09,105.8,false
VPI1996,2000-10,106,false
VPI1996,2000-11,106.4,false
VPI1996,2000-12,106.6,false
VPI1996,2001,108,false
VPI1996,2001-01,106.8,false
VPI1996,2001-02,107.1,false
VPI1996,2001-03,107.3,false
VPI1996,2001-04,107.8,false
VPI1996,2001-05,108,false
VPI1996,2001-06,108.3,false
VPI1996,2001-07,108.4,false
VPI1996,2001-08,108.1,false
VPI1996,2001-09,108.5,false
VPI1996,2001-10,108.6,false
VPI1996,2001-11,108.5,false
VPI1996,2001-12,108.7,false
VPI1996,2002,109.9,false
VPI1996,2002-01,109,false
VPI1996,2002-02,109.1,false
VPI1996,2002-03,109.3,false
VPI1996,2002-04,109.7,false
VPI1996,2002-05,110,false
VPI1996,2002-06,110.1,false
VPI1996,2002-07,110,false
VPI1996,2002-08,110.2,false
VPI1996,2002-09,110.2,false
VPI1996,2002-10,110.5,false
VPI1996,2002-11,110.4,false
VPI1996,2002-12,110.7,false
VPI1996,2003,111.4,false
VPI1996,2003-01,110.9,false
VPI1996,2003-02,111,false
VPI1996,2003-03,111.3,false
VPI1996,2003-04,111.2,false
VPI1996,2003-05,111.2,false
VPI1996,2003-06,111.4,false
VPI1996,2003-07,111.3,false
VPI1996,2003-08,111.6,false
VPI1996,2003-09,111.8,false
VPI1996,2003-10,111.6,false
VPI1996,2003-11,111.8,false
VPI1996,2003-12,112,false
VPI1996,2004,113.7,false
VPI1996,2004-01,112.1,false
VPI1996,2004-02,112.6,false
VPI1996,2004-03,113,false
VPI1996,2004-04,113,false
VPI1996,2004-05,113.5,false
VPI1996,2004-06,113.9,false
VPI1996,2004-07,113.7,false
VPI1996,2004-08,114.1,false
VPI1996,2004-09,114.1,false
VPI1996,2004-10,114.6,false
VPI1996,2004-11,114.8,false
VPI1996,2004-12,115.3,false
VPI1996,2005,116.4,false
VPI1996,2005-01,115.4,false
VPI1996,2005-02,115.7,false
VPI1996,2005-03,116.2,false
VPI1996,2005-04,115.9,false
VPI1996,2005-05,116.1,false
VPI1996,2005-06,116.6,false
VPI1996,2005-07,116.2,false
VPI1996,2005-08,116.5,false
VPI1996,2005-09,116.9,false
VPI1996,2005-10,116.9,false
VPI1996,2005-11,116.7,false
VPI1996,2005-12,117.1,false
VPI1996,2006,118.1,false
VPI1996,2006-01,116.9,false
VPI1996,2006-02,117.2,false
VPI1996,2006-03,117.6,false
VPI1996,2006-04,118.1,false
VPI1996,2006-05,118.3,false
VPI1996,2006-06,118.4,false
VPI1996,2006-07,118.3,false
VPI1996,2006-08,118.6,false
VPI1996,2006-09,118.4,false
VPI1996,2006-10,118.3,false
VPI1996,2006-11,118.4,false
VPI1996,2006-12,118.7,false
VPI1996,2007,120.6,false
VPI1996,2007-01,118.7,false
VPI1996,2007-02,119.1,false
VPI1996,2007-03,119.7,false
VPI1996,2007-04,120.2,false
VPI1996,2007-05,120.6,false
VPI1996,2007-06,120.7,false
VPI1996,2007-07,120.7,false
VPI1996,2007-08,120.6,false
VPI1996,2007-09,120.8,false
VPI1996,2007-10,121.5,false
VPI1996,2007-11,122.1,false
VPI1996,2007-12,123,false
VPI1996,2008,124.5,false
VPI1996,2008-01,122.6,false
VPI1996,2008-02,122.9,false
VPI1996,2008-03,123.8,false
VPI1996,2008-04,124.2,false
VPI1996,2008-05,125,false
VPI1996,2008-06,125.4,false
VPI1996,2008-07,125.2,false
VPI1996,2008-08,125,false
VPI1996,2008-09,125.4,false
VPI1996,2008-10,125.2,false
VPI1996,2008-11,124.9,false
VPI1996,2008-12,124.7,false
VPI1996,2009,125.2,false
VPI1996,2009-01,124.1,false
VPI1996,2009-02,124.5,false
VPI1996,2009-03,124.8,false
VPI1996,2009-04,125,false
VPI1996,2009-05,125.4,false
VPI1996,2009-06,125.2,false
VPI1996,2009-07,124.9,false
VPI1996,2009-08,125.4,false
VPI1996,2009-09,125.5,false
VPI1996,2009-10,125.5,false
VPI1996,2009-11,125.7,false
VPI1996,2009-12,125.9,false
VPI1996,2010,127.4,false
VPI1996,2010-01,125.6,false
VPI1996,2010-02,125.8,false
VPI1996,2010-03,127.2,false
VPI1996,2010-04,127.6,false
VPI1996,2010-05,127.7,false
VPI1996,2010-06,127.7,false
VPI1996,2010-07,127.2,false
VPI1996,2010-08,127.5,false
VPI1996,2010-09,127.8,false
VPI1996,2010-10,128.2,false
VPI1996,2010-11,128,false
VPI1996,2010-12,128.9,false
VPI1996,2011,131.6,false
VPI1996,2011-01,128.7,false
VPI1996,2011-02,129.6,false
VPI1996,2011-03,131.1,false
VPI1996,2011-04,131.7,false
VPI1996,2011-05,131.9,false
VPI1996,2011-06,131.9,false
VPI1996,2011-07,131.6,false
VPI1996,2011-08,131.9,false
VPI1996,2011-09,132.4,false
VPI1996,2011-10,132.5,false
VPI1996,2011-11,132.6,false
VPI1996,2011-12,132.9,false
VPI1996,2012,134.8,false
VPI1996,2012-01,132.2,false
VPI1996,2012-02,132.9,false
VPI1996,2012-03,134.3,false
VPI1996,2012-04,134.8,false
VPI1996,2012-05,134.7,false
VPI1996,2012-06,134.8,false
VPI1996,2012-07,134.4,false
VPI1996,2012-08,134.8,false
VPI1996,2012-09,135.9,false
VPI1996,2012-10,136.2,false
VPI1996,2012-11,136.3,false
VPI1996,2012-12,136.6,false
VPI1996,2013,137.5,false
VPI1996,2013-01,135.8,false
VPI1996,2013-02,136.2,false
VPI1996,2013-03,137.3,false
VPI1996,2013-04,137.5,false
VPI1996,2013-05,137.7,false
VPI1996,2013-06,137.7,false
VPI1996,2013-07,137.1,false
VPI1996,2013-08,137.2,false
VPI1996,2013-09,138.2,false
VPI1996,2013-10,138.1,false
VPI1996,2013-11,138.2,false
VPI1996,2013-12,139.1,false
VPI1996,2014,139.7,false
VPI1996,2014-01,138,false
VPI1996,2014-02,138.2,false
VPI1996,2014-03,139.6,false
VPI1996,2014-04,139.8,false
VPI1996,2014-05,140.1,false
VPI1996,2014-06,140.3,false
VPI1996,2014-07,139.5,false
VPI1996,2014-08,139.5,false
VPI1996,2014-09,140.4,false
VPI1996,2014-10,140.3,false
VPI1996,2014-11,140.5,false
VPI1996,2014-12,140.5,false
VPI1996,2015,141,false
VPI1996,2015-01,139,false
VPI1996,2015-02,139.4,false
VPI1996,2015-03,141,false
VPI1996,2015-04,141.2,false
VPI1996,2015-05,141.5,false
VPI1996,2015-06,141.7,false
VPI1996,2015-07,141.2,false
VPI1996,2015-08,140.9,false
VPI1996,2015-09,141.4,false
VPI1996,2015-10,141.3,false
VPI1996,2015-11,141.4,false
VPI1996,2015-12,141.9,false
VPI1996,2016,142.3,false
VPI1996,2016-01,140.7,false
VPI1996,2016-02,140.9,false
VPI1996,2016-03,142,false
VPI1996,2016-04,142,false
VPI1996,2016-05,142.4,false
VPI1996,2016-06,142.6,false
VPI1996,2016-07,142,false
VPI1996,2016-08,141.7,false
VPI1996,2016-09,142.7,false
VPI1996,2016-10,143.1,false
VPI1996,2016-11,143.3,false
VPI1996,2016-12,144,false
VPI1996,2017,145.2,false
VPI1996,2017-01,143.5,false
VPI1996,2017-02,144,false
VPI1996,2017-03,144.7,false
VPI1996,2017-04,144.9,false
VPI1996,2017-05,145.1,false
VPI1996,2017-06,145.2,false
VPI1996,2017-07,144.8,false
VPI1996,2017-08,144.7,false
VPI1996,2017-09,146.1,false
VPI1996,2017-10,146.2,false
VPI1996,2017-11,146.5,false
VPI1996,2017-12,147.1,false
VPI1996,2018,148.1,false
VPI1996,2018-01,146.1,false
VPI1996,2018-02,146.5,false
VPI1996,2018-03,147.3,false
VPI1996,2018-04,147.6,false
VPI1996,2018-05,147.9,false
VPI1996,2018-06,148.2,false
VPI1996,2018-07,147.9,false
VPI1996,2018-08,147.9,false
VPI1996,2018-09,149,false
VPI1996,2018-10,149.5,false
VPI1996,2018-11,149.7,false
VPI1996,2018-12,149.9,false
VPI1996,2019,150.4,false
VPI1996,2019-01,148.8,false
VPI1996,2019-02,148.8,false
VPI1996,2019-03,150,false
VPI1996,2019-04,150.2,false
VPI1996,2019-05,150.4,false
VPI1996,2019-06,150.6,false
VPI1996,2019-07,150,false
VPI1996,2019-08,150.2,false
VPI1996,2019-09,150.9,false
VPI1996,2019-10,151.2,false
VPI1996,2019-11,151.4,false
VPI1996,2019-12,152.4,false
VPI1996,2020,152.6,false
VPI1996,2020-01,151.7,false
VPI1996,2020-02,152,false
VPI1996,2020-03,152.4,false
VPI1996,2020-04,152.4,false
VPI1996,2020-05,151.4,false
VPI1996,2020-06,152.3,false
VPI1996,2020-07,152.6,false
VPI1996,2020-08,152.3,false
VPI1996,2020-09,153,false
VPI1996,2020-10,153.1,false
VPI1996,2020-11,153.4,false
VPI1996,2020-12,154.3,false
VPI1996,2021,156.8,false
VPI1996,2021-01,153.1,false
VPI1996,2021-02,153.8,false
VPI1996,2021-03,155.5,false
VPI1996,2021-04,155.3,false
VPI1996,2021-05,155.8,false
VPI1996,2021-06,156.6,false
VPI1996,2021-07,157,false
VPI1996,2021-08,157.2,false
VPI1996,2021-09,157.9,false
VPI1996,2021-10,158.9,false
VPI1996,2021-11,159.9,false
VPI1996,2021-12,160.8,false
VPI1996,2022,170.2,false
VPI1996,2022-01,160.7,false
VPI1996,2022-02,162.7,false
VPI1996,2022-03,166,false
VPI1996,2022-04,166.5,false
VPI1996,2022-05,167.9,false
VPI1996,2022-06,170.1,false
VPI1996,2022-07,171.8,false
VPI1996,2022-08,171.8,false
VPI1996,2022-09,174.7,false
VPI1996,2022-10,176.4,false
VPI1996,2022-11,176.9,false
VPI1996,2022-12,177.2,false
VPI1996,2023,183.5,false
VPI1996,2023-01,178.7,false
VPI1996,2023-02,180.4,false
VPI1996,2023-03,181.3,false
VPI1996,2023-04,182.5,false
VPI1996,2023-05,182.8,false
VPI1996,2023-06,183.7,false
VPI1996,2023-07,183.9,false
VPI1996,2023-08,184.5,false
VPI1996,2023-09,185.3,false
VPI1996,2023-10,185.9,false
VPI1996,2023-11,186.3,false
VPI1996,2023-12,187.1,false
VPI1996,2024,188.9,false
VPI1996,2024-01,186.9,false
VPI1996,2024-02,187.9,false
VPI1996,2024-03,188.8,false
VPI1996,2024-04,188.9,false
VPI1996,2024-05,188.9,false
VPI1996,2024-06,189.2,false
VPI1996,2024-07,189.2,false
VPI1996,2024-08,188.8,false
VPI1996,2024-09,188.6,false
VPI1996,2024-10,189.2,false
VPI1996,2024-11,189.8,false
VPI1996,2024-12,190.9,false
VPI1996,2025,195.6,false
VPI1996,2025-01,192.9,false
VPI1996,2025-02,194,false
VPI1996,2025-03,194.4,false
VPI1996,2025-04,194.7,false
VPI1996,2025-05,194.4,false
VPI1996,2025-06,195.5,false
VPI1996,2025-07,196.1,false
VPI1996,2025-08,196.5,false
VPI1996,2025-09,196.1,false
VPI1996,2025-10,196.9,false
VPI1996,2025-11,197.5,false
VPI1996,2025-12,198.1,false
VPI1996,2026-01,196.8,false
VPI1996,2026-02,198.3,false
VPI1996,2026-03,200.7,false
VPI1996,2026-04,201.5,false
VPI1996,2026-05,201.7,false
VPI1996,2026-06,201.7,false
VPI1996,2026-07,201.7,false
VPI1996,2026-08,202.8,true
VPI2000,2001,102.7,false
VPI2000,2001-01,101.5,false
VPI2000,2001-02,101.8,false
VPI2000,2001-03,102,false
VPI2000,2001-04,102.5,false
VPI2000,2001-05,102.7,false
VPI2000,2001-06,102.9,false
VPI2000,2001-07,103,false
VPI2000,2001-08,102.8,false
VPI2000,2001-09,103.1,false
VPI2000,2001-10,103.2,false
VPI2000,2001-11,103.1,false
VPI2000,2001-12,103.3,false
VPI2000,2002,104.5,false
VPI2000,2002-01,103.6,false
VPI2000,2002-02,103.7,false
VPI2000,2002-03,103.9,false
VPI2000,2002-04,104.3,false
VPI2000,2002-05,104.6,false
VPI2000,2002-06,104.7,false
VPI2000,2002-07,104.6,false
VPI2000,2002-08,104.8,false
VPI2000,2002-09,104.8,false
VPI2000,2002-10,105,false
VPI2000,2002-11,104.9,false
VPI2000,2002-12,105.2,false
VPI2000,2003,105.9,false
VPI2000,2003-01,105.4,false
VPI2000,2003-02,105.5,false
VPI2000,2003-03,105.8,false
VPI2000,2003-04,105.7,false
VPI2000,2003-05,105.7,false
VPI2000,2003-06,105.9,false
VPI2000,2003-07,105.8,false
VPI2000,2003-08,106.1,false
VPI2000,2003-09,106.3,false
VPI2000,2003-10,106.1,false
VPI2000,2003-11,106.3,false
VPI2000,2003-12,106.5,false
VPI2000,2004,108.1,false
VPI2000,2004-01,106.6,false
VPI2000,2004-02,107,false
VPI2000,2004-03,107.4,false
VPI2000,2004-04,107.4,false
VPI2000,2004-05,107.9,false
VPI2000,2004-06,108.3,false
VPI2000,2004-07,108.1,false
VPI2000,2004-08,108.5,false
VPI2000,2004-09,108.5,false
VPI2000,2004-10,108.9,false
VPI2000,2004-11,109.1,false
VPI2000,2004-12,109.6,false
VPI2000,2005,110.6,false
VPI2000,2005-01,109.7,false
VPI2000,2005-02,110,false
VPI2000,2005-03,110.5,false
VPI2000,2005-04,110.2,false
VPI2000,2005-05,110.4,false
VPI2000,2005-06,110.8,false
VPI2000,2005-07,110.5,false
VPI2000,2005-08,110.7,false
VPI2000,2005-09,111.1,false
VPI2000,2005-10,111.1,false
VPI2000,2005-11,110.9,false
VPI2000,2005-12,111.3,false
VPI2000,2006,112.2,false
VPI2000,2006-01,111,false
VPI2000,2006-02,111.4,false
VPI2000,2006-03,111.7,false
VPI2000,2006-04,112.3,false
VPI2000,2006-05,112.4,false
VPI2000,2006-06,112.5,false
VPI2000,2006-07,112.4,false
VPI2000,2006-08,112.7,false
VPI2000,2006-09,112.5,false
VPI2000,2006-10,112.4,false
VPI2000,2006-11,112.5,false
VPI2000,2006-12,112.8,false
VPI2000,2007,114.6,false
VPI2000,2007-01,112.8,false
VPI2000,2007-02,113.1,false
VPI2000,2007-03,113.7,false
VPI2000,2007-04,114.2,false
VPI2000,2007-05,114.6,false
VPI2000,2007-06,114.7,false
VPI2000,2007-07,114.7,false
VPI2000,2007-08,114.6,false
VPI2000,2007-09,114.8,false
VPI2000,2007-10,115.5,false
VPI2000,2007-11,116,false
VPI2000,2007-12,116.9,false
VPI2000,2008,118.3,false
VPI2000,2008-01,116.5,false
VPI2000,2008-02,116.8,false
VPI2000,2008-03,117.7,false
VPI2000,2008-04,118,false
VPI2000,2008-05,118.8,false
VPI2000,2008-06,119.1,false
VPI2000,2008-07,119,false
VPI2000,2008-08,118.8,false
VPI2000,2008-09,119.1,false
VPI2000,2008-10,119,false
VPI2000,2008-11,118.7,false
VPI2000,2008-12,118.5,false
VPI2000,2009,118.9,false
VPI2000,2009-01,117.9,false
VPI2000,2009-02,118.3,false
VPI2000,2009-03,118.6,false
VPI2000,2009-04,118.8,false
VPI2000,2009-05,119.1,false
VPI2000,2009-06,119,false
VPI2000,2009-07,118.7,false
VPI2000,2009-08,119.1,false
VPI2000,2009-09,119.2,false
VPI2000,2009-10,119.2,false
VPI2000,2009-11,119.4,false
VPI2000,2009-12,119.7,false
VPI2000,2010,121.1,false
VPI2000,2010-01,119.3,false
VPI2000,2010-02,119.6,false
VPI2000,2010-03,120.9,false
VPI2000,2010-04,121.2,false
VPI2000,2010-05,121.3,false
VPI2000,2010-06,121.3,false
VPI2000,2010-07,120.9,false
VPI2000,2010-08,121.1,false
VPI2000,2010-09,121.4,false
VPI2000,2010-10,121.8,false
VPI2000,2010-11,121.7,false
VPI2000,2010-12,122.4,false
VPI2000,2011,125,false
VPI2000,2011-01,122.3,false
VPI2000,2011-02,123.2,false
VPI2000,2011-03,124.6,false
VPI2000,2011-04,125.2,false
VPI2000,2011-05,125.3,false
VPI2000,2011-06,125.3,false
VPI2000,2011-07,125.1,false
VPI2000,2011-08,125.3,false
VPI2000,2011-09,125.8,false
VPI2000,2011-10,125.9,false
VPI2000,2011-11,126.1,false
VPI2000,2011-12,126.3,false
VPI2000,2012,128.2,false
VPI2000,2012-01,125.7,false
VPI2000,2012-02,126.3,false
VPI2000,2012-03,127.6,false
VPI2000,2012-04,128.1,false
VPI2000,2012-05,128,false
VPI2000,2012-06,128.1,false
VPI2000,2012-07,127.8,false
VPI2000,2012-08,128.1,false
VPI2000,2012-09,129.2,false
VPI2000,2012-10,129.5,false
VPI2000,2012-11,129.6,false
VPI2000,2012-12,129.8,false
VPI2000,2013,130.7,false
VPI2000,2013-01,129.1,false
VPI2000,2013-02,129.5,false
VPI2000,2013-03,130.5,false
VPI2000,2013-04,130.7,false
VPI2000,2013-05,130.9,false
VPI2000,2013-06,130.9,false
VPI2000,2013-07,130.3,false
VPI2000,2013-08,130.4,false
VPI2000,2013-09,131.4,false
VPI2000,2013-10,131.3,false
VPI2000,2013-11,131.4,false
VPI2000,2013-12,132.2,false
VPI2000,2014,132.8,false
VPI2000,2014-01,131.2,false
VPI2000,2014-02,131.4,false
VPI2000,2014-03,132.7,false
VPI2000,2014-04,132.8,false
VPI2000,2014-05,133.2,false
VPI2000,2014-06,133.3,false
VPI2000,2014-07,132.6,false
VPI2000,2014-08,132.6,false
VPI2000,2014-09,133.5,false
VPI2000,2014-10,133.3,false
VPI2000,2014-11,133.6,false
VPI2000,2014-12,133.6,false
VPI2000,2015,134,false
VPI2000,2015-01,132.1,false
VPI2000,2015-02,132.5,false
VPI2000,2015-03,134.1,false
VPI2000,2015-04,134.2,false
VPI2000,2015-05,134.5,false
VPI2000,2015-06,134.7,false
VPI2000,2015-07,134.2,false
VPI2000,2015-08,133.9,false
VPI2000,2015-09,134.4,false
VPI2000,2015-10,134.3,false
VPI2000,2015-11,134.4,false
VPI2000,2015-12,134.9,false
VPI2000,2016,135.2,false
VPI2000,2016-01,133.7,false
VPI2000,2016-02,133.9,false
VPI2000,2016-03,134.9,false
VPI2000,2016-04,134.9,false
VPI2000,2016-05,135.3,false
VPI2000,2016-06,135.5,false
VPI2000,2016-07,134.9,false
VPI2000,2016-08,134.7,false
VPI2000,2016-09,135.6,false
VPI2000,2016-10,136,false
VPI2000,2016-11,136.1,false
VPI2000,2016-12,136.8,false
VPI2000,2017,138,false
VPI2000,2017-01,136.4,false
VPI2000,2017-02,136.8,false
VPI2000,2017-03,137.5,false
VPI2000,2017-04,137.8,false
VPI2000,2017-05,137.9,false
VPI2000,2017-06,138,false
VPI2000,2017-07,137.6,false
VPI2000,2017-08,137.5,false
VPI2000,2017-09,138.8,false
VPI2000,2017-10,139,false
VPI2000,2017-11,139.2,false
VPI2000,2017-12,139.8,false
VPI2000,2018,140.8,false
VPI2000,2018-01,138.8,false
VPI2000,2018-02,139.2,false
VPI2000,2018-03,140,false
VPI2000,2018-04,140.3,false
VPI2000,2018-05,140.6,false
VPI2000,2018-06,140.8,false
VPI2000,2018-07,140.6,false
VPI2000,2018-08,140.6,false
VPI2000,2018-09,141.6,false
VPI2000,2018-10,142,false
VPI2000,2018-11,142.3,false
VPI2000,2018-12,142.4,false
VPI2000,2019,142.9,false
VPI2000,2019-01,141.4,false
VPI2000,2019-02,141.4,false
VPI2000,2019-03,142.6,false
VPI2000,2019-04,142.7,false
VPI2000,2019-05,143,false
VPI2000,2019-06,143.1,false
VPI2000,2019-07,142.6,false
VPI2000,2019-08,142.7,false
VPI2000,2019-09,143.4,false
VPI2000,2019-10,143.6,false
VPI2000,2019-11,143.9,false
VPI2000,2019-12,144.9,false
VPI2000,2020,145,false
VPI2000,2020-01,144.2,false
VPI2000,2020-02,144.5,false
VPI2000,2020-03,144.9,false
VPI2000,2020-04,144.9,false
VPI2000,2020-05,143.9,false
VPI2000,2020-06,144.7,false
VPI2000,2020-07,145,false
VPI2000,2020-08,144.7,false
VPI2000,2020-09,145.4,false
VPI2000,2020-10,145.5,false
VPI2000,2020-11,145.8,false
VPI2000,2020-12,146.6,false
VPI2000,2021,149,false
VPI2000,2021-01,145.4,false
VPI2000,2021-02,146.2,false
VPI2000,2021-03,147.8,false
VPI2000,2021-04,147.6,false
VPI2000,2021-05,148,false
VPI2000,2021-06,148.8,false
VPI2000,2021-07,149.2,false
VPI2000,2021-08,149.4,false
VPI2000,2021-09,150.1,false
VPI2000,2021-10,150.9,false
VPI2000,2021-11,152,false
VPI2000,2021-12,152.8,false
VPI2000,2022,161.8,false
VPI2000,2022-01,152.7,false
VPI2000,2022-02,154.6,false
VPI2000,2022-03,157.8,false
VPI2000,2022-04,158.2,false
VPI2000,2022-05,159.5,false
VPI2000,2022-06,161.7,false
VPI2000,2022-07,163.3,false
VPI2000,2022-08,163.3,false
VPI2000,2022-09,166,false
VPI2000,2022-10,167.6,false
VPI2000,2022-11,168.1,false
VPI2000,2022-12,168.3,false
VPI2000,2023,174.4,false
VPI2000,2023-01,169.8,false
VPI2000,2023-02,171.4,false
VPI2000,2023-03,172.3,false
VPI2000,2023-04,173.4,false
VPI2000,2023-05,173.7,false
VPI2000,2023-06,174.6,false
VPI2000,2023-07,174.7,false
VPI2000,2023-08,175.3,false
VPI2000,2023-09,176,false
VPI2000,2023-10,176.6,false
VPI2000,2023-11,177,false
VPI2000,2023-12,177.8,false
VPI2000,2024,179.5,false
VPI2000,2024-01,177.6,false
VPI2000,2024-02,178.5,false
VPI2000,2024-03,179.4,false
VPI2000,2024-04,179.5,false
VPI2000,2024-05,179.5,false
VPI2000,2024-06,179.8,false
VPI2000,2024-07,179.8,false
VPI2000,2024-08,179.4,false
VPI2000,2024-09,179.2,false
VPI2000,2024-10,179.8,false
VPI2000,2024-11,180.4,false
VPI2000,2024-12,181.4,false
VPI2000,2025,185.8,false
VPI2000,2025-01,183.3,false
VPI2000,2025-02,184.3,false
VPI2000,2025-03,184.7,false
VPI2000,2025-04,185,false
VPI2000,2025-05,184.7,false
VPI2000,2025-06,185.7,false
VPI2000,2025-07,186.3,false
VPI2000,2025-08,186.8,false
VPI2000,2025-09,186.3,false
VPI2000,2025-10,187.1,false
VPI2000,2025-11,187.6,false
VPI2000,2025-12,188.2,false
VPI2000,2026-01,186.9,false
VPI2000,2026-02,188.4,false
VPI2000,2026-03,190.6,false
VPI2000,2026-04,191.4,false
VPI2000,2026-05,191.6,false
VPI2000,2026-06,191.6,false
VPI2000,2026-07,191.6,false
VPI2000,2026-08,192.7,true
VPI2005,2006,101.5,false
VPI2005,2006-01,100.4,false
VPI2005,2006-02,100.7,false
VPI2005,2006-03,101,false
VPI2005,2006-04,101.5,false
VPI2005,2006-05,101.6,false
VPI2005,2006-06,101.7,false
